daily_screen_time,app_sessions,social_media_usage,gaming_time,notifications,night_usage,age,work_study_hours,stress_level,apps_installed,addicted
3,28,2,2,65,1,30,8,6,29,0
3,32,2,3,88,1,15,11,7,26,0
4,17,2,0,54,0,37,2,1,28,1
1,30,3,1,65,3,21,6,5,40,0
4,40,1,2,61,3,40,5,6,34,0
5,27,2,1,50,0,35,5,0,27,1
3,29,2,1,78,2,38,5,8,30,0
4,36,0,0,49,0,43,7,1,21,1
5,32,1,1,79,3,18,2,6,31,0
6,36,1,0,76,0,24,6,6,31,0
5,40,5,0,86,3,18,6,4,31,0
6,30,3,3,66,0,42,8,5,26,0
3,43,2,3,64,2,21,6,5,27,0
1,33,0,3,48,2,38,6,0,27,1
6,30,5,1,80,2,24,5,7,42,0
1,30,0,0,47,0,47,9,4,30,1
5,28,2,1,41,0,47,7,7,31,1
3,20,2,0,44,0,45,8,5,26,1
3,33,2,1,64,1,29,5,8,37,0
5,38,0,1,75,2,17,4,7,25,0
2,23,0,1,50,0,34,7,5,29,1
6,35,3,2,90,1,44,6,5,24,0
8,43,2,0,85,1,22,4,8,36,0
3,19,1,2,49,0,21,9,3,24,1
5,26,2,2,61,0,49,6,3,20,1
2,34,1,1,52,0,47,7,4,24,1
9,28,1,2,55,1,21,6,8,24,0
3,40,2,2,62,1,23,5,7,29,0
3,23,2,0,49,0,45,5,0,24,1
8,35,2,2,91,2,15,5,7,47,0
4,34,0,0,31,1,24,9,6,28,1
3,25,0,2,65,1,31,5,6,23,0
7,40,3,1,67,2,42,7,4,33,0
6,42,2,2,76,1,16,6,6,20,0
5,27,1,2,53,1,33,3,2,31,1
1,30,3,0,63,1,33,9,8,21,0
4,21,2,2,56,1,41,7,6,23,1
3,24,1,1,50,1,37,7,5,19,1
6,32,1,2,75,2,17,5,4,34,0
4,44,3,2,79,1,43,4,5,36,0
5,42,3,3,74,3,39,6,6,35,0
1,39,1,2,73,0,17,4,4,29,0
4,36,1,3,57,3,40,5,7,23,0
6,34,2,1,57,1,38,5,6,43,0
5,44,3,2,67,1,39,5,4,29,0
4,38,2,1,76,1,18,3,6,37,0
4,21,1,0,46,3,32,4,3,26,1
1,26,0,0,61,0,49,8,3,29,1
6,45,1,2,56,1,37,7,3,32,0
6,24,2,1,81,2,36,5,4,32,0
2,29,2,0,56,1,36,4,7,33,1
3,21,4,0,40,0,54,8,3,24,1
3,29,2,0,54,1,33,8,2,26,1
5,35,0,2,72,2,38,4,4,43,0
5,35,5,2,63,0,16,8,5,23,0
4,42,3,2,70,1,16,4,5,26,0
1,35,1,1,44,0,43,10,6,24,1
3,24,1,1,52,1,48,8,5,25,1
4,32,2,1,60,2,38,8,7,34,0
3,29,2,1,48,0,50,5,1,30,1
2,30,2,1,59,0,25,8,4,28,1
6,37,1,3,79,2,19,6,7,34,0
3,20,1,1,46,1,24,6,3,34,1
2,36,2,2,69,2,17,1,4,27,0
3,38,1,2,65,3,37,7,7,26,0
3,31,1,0,71,1,26,7,6,24,1
2,46,0,1,62,1,17,6,5,18,0
5,34,2,2,69,2,29,1,6,30,0
4,16,1,0,52,1,28,8,3,30,1
2,32,2,0,47,1,20,7,3,21,1
1,18,0,1,59,0,44,7,5,27,1
3,37,0,1,67,1,43,6,3,30,0
2,30,0,0,42,0,33,5,3,26,1
4,23,1,0,54,1,50,7,3,23,1
1,20,1,1,43,1,46,7,5,25,1
4,33,0,1,60,1,41,7,5,24,1
5,27,1,1,63,1,21,11,0,21,1
6,39,1,3,70,2,15,7,8,29,0
3,34,1,2,68,3,33,6,7,32,0
1,18,1,0,52,0,35,6,0,22,1
5,24,2,2,50,1,24,7,4,26,1
8,42,3,2,78,3,41,6,6,34,0
2,29,3,1,46,0,31,2,1,32,1
1,25,0,0,44,2,36,6,3,23,1
3,29,2,0,56,1,40,7,6,22,1
4,23,1,1,53,1,43,8,0,25,1
4,25,1,2,55,1,40,8,5,27,1
7,37,2,1,66,0,17,7,7,33,0
3,30,1,1,66,1,20,2,7,21,0
4,20,0,2,45,0,34,9,3,32,1
3,23,2,0,46,0,35,6,6,26,1
2,29,1,1,48,1,42,6,0,13,1
6,35,1,0,74,4,32,3,6,38,0
5,29,3,0,80,3,26,8,8,35,0
1,34,1,0,61,1,37,5,3,37,0
3,33,1,0,69,1,28,5,3,21,0
1,33,1,0,46,1,33,7,3,29,1
2,30,2,1,57,0,38,6,5,22,1
2,18,1,2,30,0,22,6,3,27,1
4,35,1,0,50,1,51,5,1,24,1
3,28,2,3,81,2,30,2,3,27,0
5,16,1,3,49,0,28,8,3,20,1
1,23,3,0,46,1,22,5,2,20,1
2,37,3,2,66,2,37,9,4,29,0
3,26,0,1,49,2,50,7,2,25,1
5,24,0,1,49,1,44,5,4,21,1
2,26,2,3,51,2,44,5,6,22,0
5,36,3,1,70,0,18,4,8,27,0
4,32,3,0,66,2,37,5,5,29,0
3,36,4,1,68,1,29,2,3,33,0
3,31,2,2,42,2,35,8,6,31,1
5,21,1,0,39,1,21,9,4,17,1
4,22,1,0,56,1,34,6,0,18,1
4,32,2,1,77,2,24,2,5,32,0
4,41,4,0,69,1,37,7,5,33,0
2,38,1,2,76,3,37,7,8,36,0
3,23,0,2,46,2,40,5,2,25,1
7,32,1,2,63,0,43,4,5,32,0
2,25,0,1,57,2,38,9,3,29,1
5,29,3,1,56,1,51,7,2,23,1
5,33,1,1,68,2,24,1,6,30,0
3,28,2,0,41,0,30,6,1,34,1
4,23,1,0,38,0,35,7,4,25,1
5,27,3,1,47,0,33,6,4,29,1
3,35,1,3,63,3,28,7,6,23,0
5,27,1,1,54,0,42,4,5,31,1
7,45,0,0,72,0,19,6,6,32,0
4,20,1,1,54,2,35,7,4,26,1
3,27,2,1,50,0,32,7,5,18,1
2,26,0,1,39,0,53,7,6,28,1
4,28,1,3,72,0,16,6,5,27,0
5,29,1,1,48,2,21,6,1,19,1
3,31,2,1,70,0,35,3,3,25,0
6,18,1,0,55,0,38,6,5,18,1
4,17,0,0,52,1,33,3,4,21,1
4,20,0,0,49,0,51,7,3,19,1
1,35,1,0,69,1,27,4,8,40,0
1,42,0,1,60,0,23,3,3,29,0
2,18,1,0,51,1,20,3,3,26,1
2,24,1,0,48,1,35,8,5,19,1
5,30,2,3,58,1,32,2,5,37,1
5,35,0,0,68,0,36,3,7,22,0
6,17,1,0,61,0,38,4,6,20,1
5,24,2,0,48,1,20,4,0,24,1
6,35,2,1,65,3,18,5,6,29,0
1,32,0,2,47,0,45,5,1,25,1
2,17,3,0,48,2,48,8,0,23,1
2,43,2,2,66,0,18,7,5,25,0
5,23,1,1,46,0,34,5,5,25,1
4,23,0,1,64,0,28,8,6,36,1
4,24,0,0,58,0,29,6,5,18,1
7,49,1,2,85,2,15,4,5,40,0
6,37,3,3,67,2,23,5,9,26,0
1,20,3,1,40,0,20,8,5,30,1
4,19,2,1,39,0,35,8,5,30,1
2,36,3,1,69,1,28,5,3,28,0
4,23,1,0,34,0,46,9,6,25,1
2,29,1,1,50,0,36,9,1,17,1
1,41,3,0,83,0,39,7,6,30,0
2,39,0,1,63,0,16,6,7,32,0
3,25,1,0,52,1,24,5,3,30,1
3,21,0,0,40,0,42,6,6,22,1
4,31,0,1,88,2,33,9,4,35,0
3,30,0,1,43,0,44,7,1,17,1
2,28,1,1,51,0,51,5,0,19,1
5,32,1,1,51,1,23,12,3,26,1
5,26,1,0,45,0,43,5,0,24,1
3,30,2,1,49,1,32,7,5,20,1
2,28,1,1,63,0,49,9,2,24,1
7,30,1,1,54,2,40,4,3,26,0
4,29,2,1,71,3,25,5,7,34,0
8,36,3,4,66,2,33,7,5,30,0
7,37,3,0,60,1,21,4,6,30,0
3,19,3,1,54,1,46,5,4,26,1
6,30,2,0,57,1,36,6,3,25,1
4,37,1,1,71,2,23,6,4,32,0
3,24,1,2,71,0,33,2,5,18,0
4,21,2,2,48,1,46,6,5,27,1
6,20,0,2,43,2,35,3,4,19,1
3,24,1,1,61,0,25,4,3,18,1
3,28,1,0,52,0,53,8,0,26,1
7,35,0,1,64,2,35,5,7,26,0
5,43,0,1,56,3,28,6,3,31,0
6,25,1,0,73,1,31,1,5,32,0
4,35,1,0,60,1,47,4,4,18,1
6,31,0,2,60,1,21,6,5,23,1
4,21,1,0,45,2,52,6,6,27,1
3,32,3,2,53,3,22,2,4,35,0
6,25,1,2,61,0,37,7,5,39,0
4,22,1,0,48,1,44,10,5,31,1
3,21,3,2,52,2,50,7,6,25,1
5,18,1,0,63,0,27,7,0,30,1
2,38,3,0,74,0,42,7,8,34,0
6,24,1,0,47,0,45,6,1,23,1
4,27,2,0,59,1,15,8,3,30,0
1,40,2,1,71,1,23,6,7,32,0
5,45,2,0,72,1,26,6,8,24,0
5,21,2,1,44,1,52,8,6,27,1
3,28,0,1,48,3,25,6,3,29,1
4,20,1,1,58,0,41,7,6,19,1
4,29,0,1,57,2,50,6,2,26,1
4,33,0,0,52,2,50,6,1,25,1
5,43,0,1,80,2,43,7,6,23,0
4,35,2,0,80,2,40,7,2,26,0
6,47,4,0,78,2,42,5,5,23,0
7,33,1,2,81,1,33,5,4,29,0
3,20,1,2,51,0,53,8,7,19,1
4,23,3,0,39,0,36,7,2,25,1
1,17,0,0,39,0,25,10,6,23,1
5,32,1,1,74,1,15,8,6,32,0
3,31,1,1,60,0,36,4,4,23,0
3,33,1,1,58,0,37,5,4,17,1
6,32,2,2,71,1,34,5,4,30,0
6,18,3,1,42,0,26,8,1,19,1
4,28,3,2,62,0,34,5,8,28,0
4,39,2,0,60,3,29,4,4,31,0
5,23,2,1,60,0,28,5,1,24,1
5,20,0,1,53,1,23,7,2,24,1
4,18,2,1,55,0,37,8,2,18,1
2,21,3,0,55,0,29,5,0,25,1
3,20,1,2,39,0,51,7,6,25,1
3,17,1,1,55,0,34,8,0,37,1
6,29,2,1,55,0,36,7,4,24,1
5,46,1,0,71,1,16,7,3,27,0
2,24,1,0,52,0,34,6,4,26,1
3,27,2,1,64,0,35,7,5,23,1
8,29,1,0,63,2,41,8,8,32,0
4,34,3,3,73,2,27,5,7,30,0
4,23,2,2,52,1,42,4,2,20,1
3,35,4,1,77,2,35,5,6,39,0
5,24,2,1,42,0,30,5,2,28,1
6,36,4,1,81,0,42,6,9,33,0
2,35,1,1,38,1,32,5,0,30,1
5,44,2,0,63,0,40,5,7,29,0
6,35,2,1,69,1,21,6,3,34,0
3,42,2,1,64,1,16,6,7,38,0
4,25,0,2,50,1,32,6,3,25,1
4,29,1,1,43,0,40,10,2,20,1
4,39,2,0,69,1,39,7,4,30,0
1,27,0,0,38,0,47,8,1,23,1
5,27,1,0,50,0,53,5,0,28,1
3,13,0,1,42,1,51,4,0,30,1
1,24,1,0,52,0,49,4,0,21,1
5,32,2,1,90,0,34,9,9,31,0
3,25,0,0,52,2,25,11,3,24,1
1,22,2,0,47,1,43,7,0,24,1
3,30,0,1,47,0,26,9,6,19,1
1,19,2,1,44,0,52,7,4,28,1
4,28,0,0,57,2,47,9,0,26,1
4,29,2,1,52,1,42,2,3,17,1
3,32,3,2,67,2,18,3,5,32,0
6,24,2,0,44,0,47,5,5,25,1
4,38,1,1,61,0,49,8,3,30,1
4,23,1,2,49,2,19,9,6,24,1
3,32,0,0,41,0,30,10,0,21,1
4,30,1,0,49,1,27,9,6,25,1
1,24,2,0,50,0,40,4,4,29,1
3,15,2,0,41,0,23,7,2,32,1
4,24,1,0,55,1,41,5,4,23,1
2,26,0,1,58,1,42,3,4,25,1
6,36,2,1,59,3,20,5,4,29,0
8,40,0,1,78,2,32,7,7,26,0
6,22,2,0,51,0,51,6,1,23,1
3,31,4,1,61,1,15,4,7,29,0
4,19,1,0,42,1,32,7,5,23,1
4,22,2,0,48,0,41,12,2,19,1
4,27,1,1,48,0,35,1,6,28,1
1,25,1,0,60,0,53,10,2,23,1
7,26,3,2,90,1,34,4,6,25,0
3,26,0,1,62,0,32,5,5,23,1
5,42,4,1,78,0,18,7,4,30,0
5,36,2,2,74,2,37,4,4,23,0
4,21,0,1,45,2,32,10,3,22,1
3,24,3,0,59,1,53,6,2,29,1
4,36,0,0,66,0,29,3,5,20,0
5,30,4,1,88,2,20,6,7,29,0
5,25,1,1,44,1,32,9,5,22,1
1,23,0,2,57,1,36,8,6,22,1
7,37,1,3,70,0,23,7,3,25,0
8,46,0,0,67,3,36,4,7,34,0
4,28,1,2,59,1,26,4,3,34,0
7,37,2,1,79,2,31,4,6,25,0
4,26,3,0,41,1,46,9,6,23,1
1,34,1,1,75,2,37,5,7,33,0
5,35,1,2,66,2,20,7,4,34,0
1,23,3,0,42,1,23,7,5,21,1
5,38,2,0,62,1,41,5,3,30,0
4,32,3,2,69,2,41,5,8,34,0
7,32,1,2,87,3,40,11,6,32,0
3,30,2,1,39,0,40,4,3,20,1
3,39,1,0,79,0,26,8,5,31,0
3,33,3,2,70,3,17,4,4,22,0
5,32,2,0,60,2,37,1,7,27,0
1,22,0,1,43,1,48,5,0,25,1
6,20,1,1,49,0,25,9,0,25,1
3,29,1,0,56,1,33,7,0,26,1
6,22,2,0,45,0,47,6,3,24,1
1,23,2,1,57,0,23,11,5,27,1
5,29,0,0,63,0,20,2,3,24,1
1,21,1,1,48,0,31,8,2,16,1
3,26,0,1,56,1,41,7,2,22,1
3,32,3,0,51,1,49,5,5,28,1
7,23,0,0,47,1,51,5,1,27,1
4,34,1,2,73,2,36,6,5,24,0
5,40,3,1,75,1,33,4,3,30,0
3,28,0,1,45,1,36,9,1,28,1
6,39,1,2,63,2,15,5,7,27,0
2,20,1,0,49,0,47,8,4,21,1
8,45,3,1,78,0,38,7,6,37,0
2,42,5,1,61,0,37,3,4,31,0
4,39,1,3,69,1,24,7,5,17,0
3,35,1,2,83,1,20,5,8,22,0
4,37,4,1,82,1,39,4,7,23,0
4,23,0,1,42,1,26,6,2,20,1
2,25,2,1,46,1,50,4,4,21,1
5,41,1,3,63,2,33,5,3,32,0
4,33,0,0,46,1,41,8,5,28,1
5,43,4,1,72,3,41,7,5,37,0
7,36,2,1,60,1,31,4,9,37,0
5,34,2,0,69,2,36,6,8,34,0
1,26,1,1,44,1,40,5,3,22,1
1,26,2,0,43,0,23,3,1,24,1
7,47,2,5,65,2,43,5,7,29,0
5,41,4,1,61,1,23,6,5,29,0
1,23,0,1,29,0,32,5,1,24,1
2,38,3,0,78,2,37,7,7,38,0
2,37,4,2,57,2,23,6,3,25,0
5,35,4,3,73,2,34,7,6,33,0
1,25,1,2,55,0,37,6,7,27,1
4,23,1,1,52,0,43,9,0,24,1
3,25,3,0,70,0,44,5,5,26,0
2,21,1,1,55,0,35,10,4,28,1
4,32,3,0,75,0,33,7,7,24,0
6,42,2,1,76,1,43,6,6,22,0
3,33,1,0,48,1,27,7,2,16,1
3,28,2,1,81,1,22,7,3,28,0
2,18,1,0,44,0,34,8,4,30,1
2,41,2,0,71,0,32,6,6,47,0
2,24,0,0,40,1,21,8,1,16,1
3,29,2,2,63,0,21,0,6,35,0
6,31,3,0,52,2,23,10,0,31,1
3,44,1,1,73,2,35,5,6,31,0
2,26,1,0,87,2,39,9,4,31,0
3,41,4,2,68,2,15,5,9,36,0
5,27,2,0,48,0,27,10,5,23,1
5,36,1,1,72,1,42,3,4,33,0
4,41,3,1,65,0,37,5,9,30,0
3,34,4,0,68,2,41,3,3,37,0
7,34,0,3,78,0,27,3,5,31,0
5,28,1,1,47,0,39,7,4,22,1
1,26,1,1,52,0,41,6,7,18,1
2,35,1,0,46,1,21,7,3,18,1
4,33,2,3,69,1,39,8,7,21,0
3,29,1,0,61,0,33,5,4,20,1
4,28,0,0,57,0,30,5,6,19,1
8,34,2,4,76,2,18,2,6,21,0
5,27,1,0,49,0,21,5,2,28,1
4,34,1,1,47,2,48,7,2,23,1
6,42,2,1,74,2,29,4,8,38,0
3,43,3,0,72,2,28,5,5,35,0
4,31,0,0,47,0,41,5,1,22,1
5,37,2,3,62,2,22,5,6,25,0
1,21,1,0,53,0,25,7,6,27,1
5,35,1,0,75,1,26,9,9,36,0
4,34,3,2,66,0,16,7,7,35,0
1,22,1,2,66,0,46,6,0,28,1
3,26,1,1,50,2,41,5,5,30,1
1,25,1,0,48,3,45,5,6,28,1
5,30,1,0,59,1,22,7,6,30,1
4,22,1,1,48,1,20,6,5,24,1
2,32,3,2,48,0,53,8,4,21,1
1,21,1,1,55,0,46,9,2,32,1
10,36,1,1,65,2,28,3,7,24,0
3,32,3,1,62,1,20,10,5,27,1
2,31,2,1,73,0,24,4,3,30,0
4,23,0,1,63,0,29,6,1,29,1
4,37,2,2,62,2,23,4,5,29,0
6,34,4,1,71,2,38,4,7,35,0
5,33,1,2,82,0,30,7,4,38,0
3,24,2,3,74,0,41,2,5,30,0
4,35,3,0,80,1,30,5,5,23,0
4,33,2,2,81,1,20,7,6,34,0
8,45,1,1,75,1,43,4,6,29,0
4,22,3,0,82,1,36,4,7,35,0
3,34,1,0,61,0,49,7,2,27,1
6,29,1,0,51,1,44,3,1,23,1
4,46,3,1,90,0,21,7,4,36,0
4,44,0,1,78,0,28,9,8,33,0
2,24,0,0,44,0,41,4,6,24,1
7,43,3,2,68,2,39,7,7,32,0
1,37,3,1,40,2,35,10,4,29,1
3,28,1,0,58,1,38,7,1,24,1
1,21,2,1,60,0,40,5,3,24,1
2,30,2,2,71,3,42,5,8,31,0
3,27,1,2,47,0,42,9,2,24,1
4,14,1,1,42,0,45,5,2,25,1
2,24,2,1,44,0,45,6,4,22,1
1,19,1,0,43,0,21,9,6,24,1
7,43,3,2,88,1,28,8,5,32,0
6,28,4,1,64,2,19,2,7,23,0
6,33,2,2,78,0,18,7,6,29,0
8,37,2,0,61,0,39,4,6,24,0
6,43,1,1,70,3,31,3,7,32,0
1,39,1,2,69,0,44,6,4,40,0
6,24,1,2,67,1,15,5,8,23,0
5,28,2,1,60,1,27,3,8,29,0
3,45,0,1,65,0,28,2,7,31,0
7,22,3,0,62,0,18,2,3,29,0
3,26,2,1,86,1,21,6,8,34,0
4,23,2,1,77,0,36,6,4,35,0
5,44,3,3,79,1,25,8,7,24,0
1,35,0,0,42,0,45,6,3,25,1
5,27,1,2,68,2,37,8,8,31,0
4,39,2,4,69,0,43,6,3,33,0
7,42,1,1,80,1,39,3,8,21,0
3,19,1,2,48,2,29,8,2,27,1
6,28,2,0,47,0,50,4,5,29,1
3,24,1,1,49,0,20,8,2,25,1
6,39,3,1,73,1,26,5,3,31,0
2,20,1,0,40,1,30,11,0,20,1
1,17,1,1,47,0,27,8,3,24,1
6,36,2,0,69,1,33,7,5,35,0
4,29,1,1,52,0,49,8,5,16,1
4,35,4,1,79,1,39,2,4,36,0
7,38,3,1,67,0,29,5,6,27,0
4,29,2,3,72,0,22,3,3,22,0
5,22,2,2,44,1,36,8,5,26,1
2,24,1,0,46,0,21,3,6,32,1
3,23,1,1,50,1,48,7,5,19,1
2,20,3,0,55,1,45,8,5,18,1
2,24,2,0,49,0,37,7,3,25,1
3,41,2,1,69,3,27,5,5,24,0
4,30,1,0,55,1,31,6,0,27,1
2,44,0,0,41,1,51,4,2,16,1
5,24,3,0,58,1,21,6,5,24,1
2,42,2,4,58,2,42,6,3,24,0
5,27,1,1,40,2,48,3,0,25,1
3,24,0,1,51,0,51,4,2,24,1
5,41,1,1,70,2,20,7,4,41,0
4,28,2,3,67,2,41,4,7,24,0
1,24,3,1,61,0,53,5,2,30,1
7,38,0,1,96,1,22,6,8,29,0
3,40,3,0,73,1,19,8,8,28,0
6,17,1,1,55,0,47,6,3,22,1
4,23,3,1,73,4,27,7,6,31,0
5,26,2,0,62,0,24,6,8,32,0
2,21,1,1,43,2,36,5,4,27,1
4,28,1,2,63,2,24,4,7,31,0
1,26,2,0,60,0,24,9,3,22,1
4,37,0,0,80,0,25,10,2,33,0
5,35,3,1,59,0,25,5,4,21,0
4,36,2,1,74,3,36,6,6,32,0
2,26,1,1,48,0,38,6,2,24,1
2,29,2,1,71,3,28,6,4,29,0
5,43,2,1,69,1,38,5,8,36,0
3,35,1,1,67,3,42,6,8,31,0
5,28,3,1,71,2,39,6,6,36,0
2,39,2,0,72,1,18,3,4,38,0
4,30,1,1,43,0,50,8,2,27,1
4,31,1,2,79,2,41,6,6,25,0
3,25,0,0,48,0,33,6,0,23,1
1,22,2,0,36,0,49,9,6,29,1
5,20,0,0,48,1,30,5,2,28,1
4,38,0,1,63,1,27,5,6,20,0
5,30,5,2,72,2,44,5,6,32,0
6,41,1,1,85,1,31,6,8,22,0
6,25,0,1,48,0,20,6,0,23,1
3,44,1,3,77,0,32,4,4,35,0
7,35,4,1,84,3,34,8,5,24,0
6,31,0,0,42,0,44,5,4,29,1
4,21,0,0,56,0,28,6,3,18,1
2,21,2,0,53,1,20,3,2,23,1
6,25,1,0,39,1,44,8,5,30,1
5,26,1,1,33,1,41,8,7,24,1
6,25,2,0,72,2,41,3,4,28,0
6,37,1,3,73,0,20,4,8,35,0
7,25,2,0,51,0,29,3,4,21,1
6,26,0,2,71,0,22,5,3,34,0
1,28,1,1,51,0,53,10,0,33,1
5,23,2,3,72,2,20,6,7,26,0
2,28,0,1,56,1,52,7,1,34,1
2,32,2,1,41,0,34,9,4,25,1
4,25,1,1,54,0,45,9,1,23,1
4,36,2,2,56,1,42,4,4,23,0
5,30,3,1,77,1,28,5,8,37,0
5,46,0,2,70,4,24,2,8,30,0
1,38,4,1,68,1,41,9,5,27,0
6,35,2,1,67,1,20,0,4,19,0
4,36,2,3,77,1,16,9,6,32,0
4,32,3,3,90,3,36,9,6,31,0
5,26,5,0,73,0,30,5,4,27,0
7,38,2,2,81,1,24,6,4,32,0
6,42,0,2,56,2,40,3,6,29,0
6,41,3,1,76,0,41,5,7,37,0
2,34,3,1,57,1,19,5,3,47,0
4,36,1,0,75,3,24,5,8,24,0
9,35,4,3,55,1,39,1,4,31,0
4,33,3,2,65,0,21,6,6,26,0
3,29,2,1,50,2,47,6,6,18,1
2,20,2,1,45,0,35,7,4,17,1
5,43,2,2,69,1,38,6,4,33,0
3,42,1,0,47,1,26,5,3,31,1
3,36,2,0,70,2,20,1,3,22,0
3,25,2,1,58,1,48,4,4,22,1
7,30,2,1,62,0,18,6,7,39,0
6,23,0,0,50,0,51,6,5,22,1
1,34,0,0,40,0,39,7,1,16,1
6,28,0,5,64,1,25,6,5,29,0
6,30,3,2,76,0,33,7,7,27,0
1,29,1,1,55,2,39,9,3,23,1
4,27,0,1,48,0,39,5,3,27,1
3,27,1,0,53,1,23,6,5,17,1
5,34,2,0,80,1,20,6,4,39,0
1,15,1,0,62,1,39,9,0,28,1
4,17,0,0,52,2,40,5,0,35,1
4,47,1,1,87,2,41,4,3,29,0
8,31,5,3,68,2,28,7,8,36,0
6,49,4,3,69,3,17,5,6,36,0
5,34,1,1,88,1,16,5,4,35,0
2,26,1,1,53,1,47,3,0,30,1
5,19,2,1,46,1,34,5,0,32,1
4,36,2,3,89,3,34,5,3,38,0
3,23,1,1,52,1,35,10,6,35,1
6,28,1,0,57,0,15,7,4,33,0
5,23,0,1,47,1,22,6,5,35,1
6,20,1,0,45,2,45,3,1,18,1
4,33,0,1,40,0,51,13,0,26,1
3,39,3,0,60,4,33,8,3,34,0
1,27,3,0,43,2,47,9,4,21,1
5,24,4,2,71,1,20,4,3,23,0
2,26,0,0,55,1,28,9,3,23,1
2,24,0,0,48,0,48,9,3,31,1
5,32,4,1,76,2,42,7,2,28,0
8,31,3,0,79,3,30,9,8,18,0
5,31,1,1,74,1,40,7,4,36,0
3,29,1,3,79,1,28,3,4,28,0
5,47,0,1,79,2,17,5,4,23,0
1,38,2,3,74,2,22,3,8,27,0
7,37,0,2,67,1,25,6,7,25,0
3,27,1,2,42,0,26,6,7,20,1
8,35,2,1,66,3,34,6,4,28,0
4,35,0,1,76,2,37,5,7,26,0
2,18,2,1,50,0,21,6,5,31,1
1,24,0,0,51,1,25,7,5,23,1
3,24,2,1,43,0,44,4,6,13,1
4,33,1,2,85,5,43,6,5,28,0
3,21,3,1,41,1,46,6,3,27,1
6,37,1,0,76,2,28,4,4,31,0
4,20,2,0,39,1,21,7,4,35,1
3,31,2,0,74,1,21,10,5,44,0
9,32,1,1,78,2,18,5,7,32,0
3,32,1,0,46,2,36,9,0,17,1
6,41,2,1,69,3,32,6,4,33,0
2,17,1,0,45,0,45,5,0,27,1
8,38,1,2,67,1,41,4,9,27,0
4,32,1,0,57,1,22,7,0,36,1
4,27,0,2,56,1,34,5,2,28,0
2,21,1,0,45,1,38,8,2,17,1
5,38,2,2,79,1,20,2,6,36,0
5,42,1,2,84,4,31,9,7,28,0
4,24,1,1,36,2,38,7,1,29,1
6,29,2,1,73,1,21,6,5,25,0
3,36,0,2,59,1,30,11,8,29,0
4,30,2,0,51,2,34,7,4,27,1
5,32,3,1,79,0,38,6,6,34,0
8,27,2,1,68,1,42,7,5,23,0
3,38,1,1,64,2,37,4,5,35,0
5,40,1,1,66,2,41,2,3,35,0
6,38,3,1,70,2,42,6,7,30,0
3,28,1,0,74,1,40,9,6,28,0
4,21,0,0,44,0,47,5,3,22,1
4,31,1,0,79,2,38,6,6,42,0
5,41,1,0,69,1,25,5,3,32,0
4,40,3,2,64,2,23,4,3,31,0
5,37,2,1,53,2,26,9,3,33,0
6,40,1,1,67,1,28,6,6,31,0
3,31,2,1,59,1,50,5,6,24,1
2,37,4,0,58,3,15,7,2,34,0
2,29,1,0,48,1,35,2,1,27,1
4,38,0,1,70,2,29,6,4,33,0
3,25,4,0,66,1,33,5,7,28,0
3,33,4,2,64,1,16,7,6,34,0
4,23,3,2,71,1,20,4,5,31,0
5,40,1,1,81,0,16,5,8,40,0
4,38,3,1,69,0,32,5,5,33,0
3,32,1,2,70,1,15,3,5,35,0
2,14,0,1,60,0,25,8,4,31,1
3,27,1,1,49,1,45,4,4,31,1
4,36,2,2,75,2,42,5,4,32,0
4,27,1,1,65,0,41,3,3,33,0
4,31,2,0,82,1,34,4,7,26,0
3,42,5,0,63,0,25,5,3,37,0
1,30,2,0,63,1,23,4,6,28,0
4,22,2,0,40,1,23,8,2,21,1
4,24,0,2,53,0,19,7,0,26,1
2,31,2,0,55,1,26,6,6,28,1
3,27,1,0,53,2,48,11,5,21,1
4,34,1,2,61,0,21,6,9,29,0
6,33,3,1,86,1,33,7,3,33,0
2,31,3,0,51,2,30,7,5,21,1
3,15,1,1,52,0,47,6,1,24,1
5,33,1,0,82,2,37,3,5,32,0
7,35,3,2,73,2,44,5,7,28,0
2,25,1,0,54,0,29,5,7,34,1
3,37,1,0,58,3,15,9,4,34,0
1,22,1,1,53,0,38,4,5,18,1
4,28,3,0,56,1,20,9,6,16,1
2,34,3,0,69,3,16,1,3,24,0
7,37,2,4,64,0,30,5,5,29,0
4,34,3,2,73,3,40,5,8,35,0
8,28,1,1,63,1,34,8,5,26,0
5,33,3,1,83,0,35,5,9,36,0
6,36,0,0,77,1,20,4,5,30,0
1,21,2,0,49,2,42,7,3,23,1
6,37,0,2,70,2,29,3,3,47,0
2,23,2,1,43,0,41,9,0,21,1
3,19,1,3,46,0,42,2,1,44,1
2,20,0,2,42,1,22,7,4,27,1
7,31,2,0,57,1,39,6,8,31,0
2,21,0,0,45,1,33,4,2,34,1
3,27,2,3,72,1,18,7,6,28,0
3,29,0,0,52,2,34,7,2,27,1
6,34,1,1,66,2,27,8,7,31,0
2,28,3,1,53,0,37,9,2,29,1
1,19,1,1,45,0,51,11,0,29,1
2,25,3,1,54,2,16,4,5,32,0
5,32,5,1,86,3,33,10,2,37,0
5,40,2,2,73,0,43,6,6,35,0
2,29,2,2,77,2,20,8,6,34,0
6,18,0,1,51,1,25,7,2,28,1
4,28,1,0,37,1,41,8,6,26,1
4,24,1,2,73,2,28,4,5,25,0
3,30,3,0,47,0,35,8,6,33,1
